"","LGA","year","hosp_rate","death_rate"
"105","Bellingen","2017",496.9,NA
"106","Berrigan","2003",573.8,25.5
"107","Berrigan","2004",536.2,23.5
"108","Berrigan","2005",589.5,22.1
"109","Berrigan","2006",628.3,21.8
"110","Berrigan","2007",617.2,21.6
"111","Berrigan","2008",619.3,19.4
"112","Berrigan","2009",630.1,18.4
"113","Berrigan","2010",567.5,19.7
"114","Berrigan","2011",522.6,20.4
"115","Berrigan","2012",574.5,19.4
"116","Berrigan","2013",605,19
"117","Berrigan","2014",581.5,18.1
"118","Berrigan","2015",528.4,18.3
"119","Berrigan","2016",521.4,20
"120","Berrigan","2017",597.4,NA
"121","Blacktown","2003",552.8,24.9
"122","Blacktown","2004",530,24.5
"123","Blacktown","2005",489.2,25.6
"124","Blacktown","2006",444,23.6
"125","Blacktown","2007",454.6,20.6
"126","Blacktown","2008",462,21.6
"127","Blacktown","2009",507.4,22.1
"128","Blacktown","2010",510.9,22.5
"129","Blacktown","2011",461.2,23.1
"130","Blacktown","2012",469.2,21.3
"131","Blacktown","2013",506.4,18.9
"132","Blacktown","2014",516.2,18.3
"133","Blacktown","2015",526.8,19.1
"134","Blacktown","2016",532.7,19.2
"135","Blacktown","2017",558.6,NA
"136","Bland","2003",778.9,26.2
"137","Bland","2004",793,24.2
"138","Bland","2005",839.2,22.6
"139","Bland","2006",803.2,22.4
"140","Bland","2007",796.8,22.1
"141","Bland","2008",811.8,19.8
"142","Bland","2009",787.4,19.2
"143","Bland","2010",732.8,20.5
"144","Bland","2011",666.7,21.3
"145","Bland","2012",678.4,20.4
"146","Bland","2013",720.6,19.8
"147","Bland","2014",689.7,19.2
"148","Bland","2015",639.1,19.5
"149","Bland","2016",625.2,20.7
"150","Bland","2017",648,NA
"151","Blayney","2003",573.9,26.8
"152","Blayney","2004",543.3,24.2
"153","Blayney","2005",551.8,22.9
"154","Blayney","2006",592,23.1
"155","Blayney","2007",568.2,22
"156","Blayney","2008",558.4,19.6
"157","Blayney","2009",584.1,19.9
"158","Blayney","2010",568.3,21.4
"159","Blayney","2011",555.9,22.3
"160","Blayney","2012",535,22.4
"161","Blayney","2013",529,20.6
"162","Blayney","2014",501.6,19.6
"163","Blayney","2015",472.8,20.5
"164","Blayney","2016",489.3,21.8
"165","Blayney","2017",482.3,NA
"166","Blue Mountains","2003",586.5,28.3
"167","Blue Mountains","2004",532.1,26.2
"168","Blue Mountains","2005",516.6,24.3
"169","Blue Mountains","2006",527.8,21.9
"170","Blue Mountains","2007",559.5,22.6
"171","Blue Mountains","2008",576.3,22.4
"172","Blue Mountains","2009",559,21.4
"173","Blue Mountains","2010",530.3,21
"174","Blue Mountains","2011",511.5,20.3
"175","Blue Mountains","2012",520.9,19.8
"176","Blue Mountains","2013",600.8,19.5
"177","Blue Mountains","2014",651.9,19.8
"178","Blue Mountains","2015",710.1,19.6
"179","Blue Mountains","2016",760.4,19.1
"180","Blue Mountains","2017",770.1,NA
"181","Bogan","2003",1106.2,26.3
"182","Bogan","2004",1153.3,24.2
"183","Bogan","2005",1132,22.8
"184","Bogan","2006",1014.3,22.6
"185","Bogan","2007",999.4,21.6
"186","Bogan","2008",977.8,19.5
"187","Bogan","2009",932,19.3
"188","Bogan","2010",919.3,20.6
"189","Bogan","2011",830.8,20.9
"190","Bogan","2012",790.5,20.1
"191","Bogan","2013",805.9,19.9
"192","Bogan","2014",787,19.4
"193","Bogan","2015",732.3,19.5
"194","Bogan","2016",649.1,21.1
"195","Bogan","2017",658.5,NA
"196","Botany Bay","2003",498.6,26.3
"197","Botany Bay","2004",506.4,26.6
"198","Botany Bay","2005",547.9,25.4
"199","Botany Bay","2006",680.6,25.2
"200","Botany Bay","2007",676.1,24.1
"201","Botany Bay","2008",561.1,21.1
"202","Botany Bay","2009",534.4,20.2
"203","Botany Bay","2010",616,20
"204","Botany Bay","2011",659.5,18.7
"205","Botany Bay","2012",493.6,17.5
"206","Botany Bay","2013",438.8,17.6
"207","Botany Bay","2014",588.3,18.2
"208","Botany Bay","2015",714.8,18.9
"209","Botany Bay","2016",703.8,18
"210","Botany Bay","2017",640.1,NA
"211","Bourke","2003",1289.4,26.2
"212","Bourke","2004",1485.9,24.1
"213","Bourke","2005",1360.2,22.6
"214","Bourke","2006",1090.1,22.3
"215","Bourke","2007",1061.9,21.3
"216","Bourke","2008",1024.4,19.3
"217","Bourke","2009",986.6,19
"218","Bourke","2010",977.4,20.3
"219","Bourke","2011",849.2,20.7
"220","Bourke","2012",832.7,19.9
"221","Bourke","2013",846.3,19.8
"222","Bourke","2014",794.8,19.1
"223","Bourke","2015",744.9,19.2
"224","Bourke","2016",656.7,20.9
"225","Bourke","2017",694.6,NA
"226","Brewarrina","2003",1285.4,26.4
"227","Brewarrina","2004",1308.4,24.2
"228","Brewarrina","2005",1264.2,23
"229","Brewarrina","2006",1128.5,22.7
"230","Brewarrina","2007",1084.6,21.6
"231","Brewarrina","2008",1062.1,19.7
"232","Brewarrina","2009",991.8,19.5
"233","Brewarrina","2010",963.2,20.7
"234","Brewarrina","2011",847.8,20.8
"235","Brewarrina","2012",825.3,20.1
"236","Brewarrina","2013",850.7,20.1
"237","Brewarrina","2014",824.5,19.7
"238","Brewarrina","2015",770.4,19.7
"239","Brewarrina","2016",668.3,21.3
"240","Brewarrina","2017",676,NA
"241","Broken Hill","2003",771.9,26.2
"242","Broken Hill","2004",712.2,24.3
"243","Broken Hill","2005",741.6,21.9
"244","Broken Hill","2006",814.2,21.1
"245","Broken Hill","2007",906.9,19.7
"246","Broken Hill","2008",843.8,17.9
"247","Broken Hill","2009",873.9,18.2
"248","Broken Hill","2010",868.7,19.4
"249","Broken Hill","2011",680.8,19.9
"250","Broken Hill","2012",629,20.5
"251","Broken Hill","2013",619.1,20
"252","Broken Hill","2014",532.7,18.3
"253","Broken Hill","2015",524.1,18.3
"254","Broken Hill","2016",566.5,21.5
"255","Broken Hill","2017",634.1,NA
"256","Burwood","2003",634.3,25
"257","Burwood","2004",571.3,25.1
"258","Burwood","2005",455.4,23.1
"259","Burwood","2006",411.1,20.8
"260","Burwood","2007",365.2,19.6
"261","Burwood","2008",322.3,19
"262","Burwood","2009",334.6,17.6
"263","Burwood","2010",428.3,16.9
"264","Burwood","2011",446.3,16.8
"265","Burwood","2012",377.5,16.8
"266","Burwood","2013",405.5,16.1
"267","Burwood","2014",489.2,15.8
"268","Burwood","2015",556.6,15.9
"269","Burwood","2016",567.6,15.5
"270","Burwood","2017",664.1,NA
"271","Byron","2003",603.5,26.4
"272","Byron","2004",545.6,24.4
"273","Byron","2005",541.5,23.1
"274","Byron","2006",594.1,23.7
"275","Byron","2007",670.6,20.2
"276","Byron","2008",730.5,19.1
"277","Byron","2009",703.6,21.7
"278","Byron","2010",642.9,22.8
"279","Byron","2011",648.9,21.5
"280","Byron","2012",617,19.3
"281","Byron","2013",639.4,21.6
"282","Byron","2014",741.4,23.5
"283","Byron","2015",707.8,23.7
"284","Byron","2016",692.5,22.8
"285","Byron","2017",683.2,NA
"286","Cabonne","2003",606.2,26.7
"287","Cabonne","2004",565.4,24.3
"288","Cabonne","2005",611,23.1
"289","Cabonne","2006",631.9,23.3
"290","Cabonne","2007",600.3,22.2
"291","Cabonne","2008",591,19.7
"292","Cabonne","2009",591.4,19.8
"293","Cabonne","2010",597,21.2
"294","Cabonne","2011",581.2,21.8
"295","Cabonne","2012",580.2,21.4
"296","Cabonne","2013",589,20.4
"297","Cabonne","2014",543.2,19.8
"298","Cabonne","2015",497.1,20.3
"299","Cabonne","2016",471.7,21.6
"300","Cabonne","2017",457.7,NA
"301","Camden","2003",416.4,24.9
"302","Camden","2004",369.9,24.2
"303","Camden","2005",346.8,22.6
"304","Camden","2006",344.7,22.7
"305","Camden","2007",310.7,22.6
"306","Camden","2008",311,20
"307","Camden","2009",345,18.7
"308","Camden","2010",349,19.1
"309","Camden","2011",383.2,18.4
"310","Camden","2012",430.9,18.4
"311","Camden","2013",453.2,19.6
"312","Camden","2014",434.4,19.3
"313","Camden","2015",411.9,18.4
"314","Camden","2016",455.2,17.3
"315","Camden","2017",480.5,NA
"316","Campbelltown","2003",431.7,25.9
"317","Campbelltown","2004",395.9,24.6
"318","Campbelltown","2005",416.8,23.3
"319","Campbelltown","2006",426.9,23.1
"320","Campbelltown","2007",441.9,23.2
"321","Campbelltown","2008",447.3,22
"322","Campbelltown","2009",435,21.2
"323","Campbelltown","2010",428.6,19.6
"324","Campbelltown","2011",433.1,20
"325","Campbelltown","2012",443.7,22.2
"326","Campbelltown","2013",474.8,20.7
"327","Campbelltown","2014",494.7,19.5
"328","Campbelltown","2015",485.4,20.1
"329","Campbelltown","2016",473.4,20.1
"330","Campbelltown","2017",498.3,NA
"331","Canada Bay","2003",515,23.5
"332","Canada Bay","2004",504.6,23.7
"333","Canada Bay","2005",476.4,21.7
"334","Canada Bay","2006",402.8,20
"335","Canada Bay","2007",383,18.6
"336","Canada Bay","2008",409.4,17
"337","Canada Bay","2009",425.5,14.9
"338","Canada Bay","2010",458.8,15.1
"339","Canada Bay","2011",492.9,15.6
"340","Canada Bay","2012",512.3,15.1
"341","Canada Bay","2013",476.5,15.1
"342","Canada Bay","2014",490.4,13.5
"343","Canada Bay","2015",558.3,14.3
"344","Canada Bay","2016",606.6,15
"345","Canada Bay","2017",660.6,NA
"346","Canterbury-Bankstown","2003",408.7,25
"347","Canterbury-Bankstown","2004",364,24.1
"348","Canterbury-Bankstown","2005",366.8,22.2
"349","Canterbury-Bankstown","2006",377,20.6
"350","Canterbury-Bankstown","2007",363.5,19.7
"351","Canterbury-Bankstown","2008",367.2,19.1
"352","Canterbury-Bankstown","2009",373.3,19.3
"353","Canterbury-Bankstown","2010",383,18.7
"354","Canterbury-Bankstown","2011",403.1,17.5
"355","Canterbury-Bankstown","2012",402,17.3
"356","Canterbury-Bankstown","2013",420.7,17.1
"357","Canterbury-Bankstown","2014",435.4,17.7
"358","Canterbury-Bankstown","2015",440.8,17.8
"359","Canterbury-Bankstown","2016",471.3,16.7
"360","Canterbury-Bankstown","2017",464.8,NA
"361","Carrathool","2003",779.3,25.8
"362","Carrathool","2004",768.2,23.9
"363","Carrathool","2005",802.2,22.4
"364","Carrathool","2006",785.9,22
"365","Carrathool","2007",801.2,21.6
"366","Carrathool","2008",783.6,19.5
"367","Carrathool","2009",749.9,18.8
"368","Carrathool","2010",733,20.2
"369","Carrathool","2011",669.4,20.8
"370","Carrathool","2012",670.3,19.8
"371","Carrathool","2013",697.8,19.4
"372","Carrathool","2014",664.6,18.6
"373","Carrathool","2015",619,18.8
"374","Carrathool","2016",592.9,20.4
"375","Carrathool","2017",619.4,NA
"376","Central Coast","2003",633,27.5
"377","Central Coast","2004",657.5,26.8
"378","Central Coast","2005",666.1,25
"379","Central Coast","2006",679.5,24.8
"380","Central Coast","2007",712,24.7
"381","Central Coast","2008",669,21.9
"382","Central Coast","2009",631.8,21.9
"383","Central Coast","2010",637.8,23.1
"384","Central Coast","2011",635.9,23
"385","Central Coast","2012",638.1,23.5
"386","Central Coast","2013",633.1,23.4
"387","Central Coast","2014",627.7,22.6
"388","Central Coast","2015",662.3,21
"389","Central Coast","2016",681.7,20.3
"390","Central Coast","2017",701.5,NA
"391","Central Darling","2003",1003.3,25.9
"392","Central Darling","2004",1038.9,23.9
"393","Central Darling","2005",1023.6,22.4
"394","Central Darling","2006",911.3,22
"395","Central Darling","2007",944.7,21.3
"396","Central Darling","2008",917,19.2
"397","Central Darling","2009",878.4,18.8
"398","Central Darling","2010",868.4,20.1
"399","Central Darling","2011",740.3,20.6
"400","Central Darling","2012",726.9,19.8
"401","Central Darling","2013",733,19.5
"402","Central Darling","2014",675.1,18.7
"403","Central Darling","2015",638.8,18.8
"404","Central Darling","2016",600.9,20.6
"405","Central Darling","2017",640.4,NA
"406","Cessnock","2003",483.3,27.9
"407","Cessnock","2004",456.9,25.8
"408","Cessnock","2005",446.6,24.6
"409","Cessnock","2006",432.4,24.4
"410","Cessnock","2007",479.8,24.6
"411","Cessnock","2008",523.7,21.9
"412","Cessnock","2009",505.7,21.6
"413","Cessnock","2010",545.6,22.9
"414","Cessnock","2011",608.3,23
"415","Cessnock","2012",578,24
"416","Cessnock","2013",506.5,23.3
"417","Cessnock","2014",479.2,22.5
"418","Cessnock","2015",492.2,22.3
"419","Cessnock","2016",484.2,22
"420","Cessnock","2017",511.8,NA
"421","Clarence Valley","2003",580,27.7
"422","Clarence Valley","2004",584.4,25.5
"423","Clarence Valley","2005",590.3,23.8
"424","Clarence Valley","2006",707.3,23.4
"425","Clarence Valley","2007",796.2,21.7
"426","Clarence Valley","2008",808.6,22.9
"427","Clarence Valley","2009",845.7,25
"428","Clarence Valley","2010",843.9,23.6
"429","Clarence Valley","2011",785.8,22
"430","Clarence Valley","2012",729.3,21.8
"431","Clarence Valley","2013",702.6,22.6
"432","Clarence Valley","2014",677.8,23.5
"433","Clarence Valley","2015",656.1,23
"434","Clarence Valley","2016",702.6,23.2
"435","Clarence Valley","2017",751.4,NA
"436","Cobar","2003",1140,26.1
"437","Cobar","2004",1134.8,24
"438","Cobar","2005",1061.1,22.6
"439","Cobar","2006",967.5,22.3
"440","Cobar","2007",971.3,21.5
"441","Cobar","2008",961.2,19.4
"442","Cobar","2009",910,19
"443","Cobar","2010",871.2,20.4
"444","Cobar","2011",777.9,20.8
"445","Cobar","2012",783.2,19.9
"446","Cobar","2013",825.2,19.7
"447","Cobar","2014",806.5,19
"448","Cobar","2015",733.3,19.1
"449","Cobar","2016",638.6,20.8
"450","Cobar","2017",664.2,NA
"451","Coffs Harbour","2003",546.1,27.7
"452","Coffs Harbour","2004",470.8,26.1
"453","Coffs Harbour","2005",470.8,22.7
"454","Coffs Harbour","2006",497,21.1
"455","Coffs Harbour","2007",512.4,23.3
"456","Coffs Harbour","2008",530.5,25
"457","Coffs Harbour","2009",591.6,23.1
"458","Coffs Harbour","2010",602.8,22.7
"459","Coffs Harbour","2011",613.8,21.5
"460","Coffs Harbour","2012",632,22.8
"461","Coffs Harbour","2013",588.7,23.7
"462","Coffs Harbour","2014",577.8,25.2
"463","Coffs Harbour","2015",609.1,25.5
"464","Coffs Harbour","2016",600.1,23.4
"465","Coffs Harbour","2017",563.9,NA
"466","Coolamon","2003",645.5,26
"467","Coolamon","2004",611.6,24.1
"468","Coolamon","2005",641,22.5
"469","Coolamon","2006",662.6,22.5
"470","Coolamon","2007",709.9,22.6
"471","Coolamon","2008",731.8,20
"472","Coolamon","2009",739.6,18.8
"473","Coolamon","2010",725.2,20.2
"474","Coolamon","2011",681,21.5
"475","Coolamon","2012",687.9,20.7
"476","Coolamon","2013",694.6,19.8
"477","Coolamon","2014",686.1,19.2
"478","Coolamon","2015",655.2,19.4
"479","Coolamon","2016",646.7,20.4
"480","Coolamon","2017",686.5,NA
"481","Coonamble","2003",1020.8,26.7
"482","Coonamble","2004",906.5,24.5
"483","Coonamble","2005",883.8,23.6
"484","Coonamble","2006",890.9,23.3
"485","Coonamble","2007",925.5,21.8
"486","Coonamble","2008",900.7,20
"487","Coonamble","2009",804.4,19.8
"488","Coonamble","2010",764.8,21.1
"489","Coonamble","2011",705.2,20.9
"490","Coonamble","2012",686.4,20.1
"491","Coonamble","2013",700.8,20.5
"492","Coonamble","2014",677.3,20.4
"493","Coonamble","2015",649.1,20.2
"494","Coonamble","2016",584.2,21.6
"495","Coonamble","2017",580,NA
"496","Cowra","2003",753.8,26.8
"497","Cowra","2004",651.7,24.6
"498","Cowra","2005",677.4,22.9
"499","Cowra","2006",725.4,22.8
"500","Cowra","2007",720.6,22.1
"501","Cowra","2008",694.7,20
"502","Cowra","2009",620.7,19.8
"503","Cowra","2010",600.4,21.1
"504","Cowra","2011",617,21.9
"505","Cowra","2012",610.8,21.4
"506","Cowra","2013",730.8,20.2
"507","Cowra","2014",723.7,19.7
"508","Cowra","2015",545.2,20.2
"509","Cowra","2016",510.7,21.2
"510","Cowra","2017",539.6,NA
"511","Cumberland","2003",517.3,26.8
"512","Cumberland","2004",503.9,24.8
"513","Cumberland","2005",475.6,24.9
"514","Cumberland","2006",436.5,24.1
"515","Cumberland","2007",455.9,22.4
"516","Cumberland","2008",497.9,22.9
"517","Cumberland","2009",528.4,22.8
"518","Cumberland","2010",529.5,20
"519","Cumberland","2011",556.1,18.7
"520","Cumberland","2012",577,19.8
"521","Cumberland","2013",555.3,19.5
"522","Cumberland","2014",533.3,19.3
"523","Cumberland","2015",562.6,17.8
"524","Cumberland","2016",599.6,17.1
"525","Cumberland","2017",597.3,NA
"526","Dungog","2003",434.2,26.8
"527","Dungog","2004",385.6,24.7
"528","Dungog","2005",388.3,23.6
"529","Dungog","2006",433.3,22.9
"530","Dungog","2007",454.6,22.4
"531","Dungog","2008",453.3,20.6
"532","Dungog","2009",473.7,20
"533","Dungog","2010",471,21.5
"534","Dungog","2011",463,21.5
"535","Dungog","2012",488.9,20.8
"536","Dungog","2013",517.7,20.5
"537","Dungog","2014",509.2,21.3
"538","Dungog","2015",478.5,21.7
"539","Dungog","2016",473.7,21.7
"540","Dungog","2017",513.6,NA
"541","Edward River","2003",614.5,25.4
"542","Edward River","2004",601,23.5
"543","Edward River","2005",641.5,22.1
"544","Edward River","2006",618.5,21.7
"545","Edward River","2007",658.8,21.3
"546","Edward River","2008",626.2,19.2
"547","Edward River","2009",608.4,18.4
"548","Edward River","2010",571.8,19.8
"549","Edward River","2011",538.5,20.5
"550","Edward River","2012",572.6,19.5
"551","Edward River","2013",599.2,19
"552","Edward River","2014",637.9,18.1
"553","Edward River","2015",587.1,18.4
"554","Edward River","2016",574.5,20
"555","Edward River","2017",610.2,NA
"556","Eurobodalla","2003",762.4,32.4
"557","Eurobodalla","2004",727.6,28.1
"558","Eurobodalla","2005",715.4,23.7
"559","Eurobodalla","2006",669.9,22.8
"560","Eurobodalla","2007",643,22.2
"561","Eurobodalla","2008",714,21.8
"562","Eurobodalla","2009",813,22.7
"563","Eurobodalla","2010",863.4,22.2
"564","Eurobodalla","2011",818.2,22.7
"565","Eurobodalla","2012",768,22.8
"566","Eurobodalla","2013",800.2,21.6
"567","Eurobodalla","2014",807,21.4
"568","Eurobodalla","2015",786.6,23.2
"569","Eurobodalla","2016",755.8,23.4
"570","Eurobodalla","2017",807.4,NA
"571","Fairfield","2003",376.7,26.6
"572","Fairfield","2004",349.8,24.4
"573","Fairfield","2005",353.6,22.9
"574","Fairfield","2006",361.7,21.8
"575","Fairfield","2007",401,20.8
"576","Fairfield","2008",412.4,20.9
"577","Fairfield","2009",382.8,21.5
"578","Fairfield","2010",363.6,19.4
"579","Fairfield","2011",359.5,18.7
"580","Fairfield","2012",361.4,19.7
"581","Fairfield","2013",367.5,17.6
"582","Fairfield","2014",370.3,18.5
"583","Fairfield","2015",379.8,19.4
"584","Fairfield","2016",382.6,18.1
"585","Fairfield","2017",374.5,NA
"586","Federation","2003",599.3,25.8
"587","Federation","2004",507.6,23.6
"588","Federation","2005",535.5,22.3
"589","Federation","2006",560.1,22.2
"590","Federation","2007",618.9,22.1
"591","Federation","2008",613.4,20
"592","Federation","2009",559.2,18.9
"593","Federation","2010",586.5,19.8
"594","Federation","2011",614.6,20.9
"595","Federation","2012",603.9,20
"596","Federation","2013",580.1,19.4
"597","Federation","2014",576.6,18.5
"598","Federation","2015",552.9,18.8
"599","Federation","2016",548.9,20.5
"600","Federation","2017",595.7,NA
"601","Forbes","2003",715.1,26.6
"602","Forbes","2004",670.9,24.4
"603","Forbes","2005",690.3,22.8
"604","Forbes","2006",666.8,22.7
"605","Forbes","2007",705.3,22
"606","Forbes","2008",731.9,19.7
"607","Forbes","2009",665.4,19.6
"608","Forbes","2010",633.7,20.9
"609","Forbes","2011",630.2,21.4
"610","Forbes","2012",656.4,20.8
"611","Forbes","2013",690,20
"612","Forbes","2014",653.3,19.5
"613","Forbes","2015",584.1,19.9
"614","Forbes","2016",539.6,21.1
"615","Forbes","2017",531,NA
"616","Georges River","2003",378.9,22.8
"617","Georges River","2004",327.4,20.3
"618","Georges River","2005",354.8,18.1
"619","Georges River","2006",349.6,16.9
"620","Georges River","2007",355.8,18.7
"621","Georges River","2008",378.4,19.5
"622","Georges River","2009",412.3,17.3
"623","Georges River","2010",466,16.9
"624","Georges River","2011",418.6,15.9
"625","Georges River","2012",414.3,13.4
"626","Georges River","2013",462.9,13.8
"627","Georges River","2014",460.1,15.6
"628","Georges River","2015",444.5,15.4
"629","Georges River","2016",445.2,15
"630","Georges River","2017",435.8,NA
"631","Gilgandra","2003",828.4,26.7
"632","Gilgandra","2004",779.2,24.4
"633","Gilgandra","2005",771.2,23.6
"634","Gilgandra","2006",737.1,23.6
"635","Gilgandra","2007",729.5,22.1
"636","Gilgandra","2008",711.8,19.9
"637","Gilgandra","2009",668.5,19.8
"638","Gilgandra","2010",645.7,21.1
"639","Gilgandra","2011",604.1,21.1
"640","Gilgandra","2012",574.8,20
"641","Gilgandra","2013",583.6,20.4
"642","Gilgandra","2014",580.4,20.3
"643","Gilgandra","2015",559,20.1
"644","Gilgandra","2016",512.7,21.7
"645","Gilgandra","2017",509,NA
"646","Glen Innes Severn","2003",683.6,27.2
"647","Glen Innes Severn","2004",579.6,25.1
"648","Glen Innes Severn","2005",619.3,23.7
"649","Glen Innes Severn","2006",649.9,23.1
"650","Glen Innes Severn","2007",648.1,21.1
"651","Glen Innes Severn","2008",647.1,21.1
"652","Glen Innes Severn","2009",633.1,22.6
"653","Glen Innes Severn","2010",605.3,22.5
"654","Glen Innes Severn","2011",601.4,21.3
"655","Glen Innes Severn","2012",587.3,21.1
"656","Glen Innes Severn","2013",616.2,21.8
"657","Glen Innes Severn","2014",636.5,22.5
"658","Glen Innes Severn","2015",630.9,22.4
"659","Glen Innes Severn","2016",590,22.7
"660","Glen Innes Severn","2017",562.9,NA
"661","Goulburn Mulwaree","2003",463.7,30
"662","Goulburn Mulwaree","2004",468.2,26.2
"663","Goulburn Mulwaree","2005",523.7,23.4
"664","Goulburn Mulwaree","2006",556.4,24.2
"665","Goulburn Mulwaree","2007",536.6,23.3
"666","Goulburn Mulwaree","2008",584.6,21.8
"667","Goulburn Mulwaree","2009",703.6,22.9
"668","Goulburn Mulwaree","2010",712.9,22.3
"669","Goulburn Mulwaree","2011",665.9,22
"670","Goulburn Mulwaree","2012",607.8,22
"671","Goulburn Mulwaree","2013",548.8,21.1
"672","Goulburn Mulwaree","2014",576.4,21.2
"673","Goulburn Mulwaree","2015",599.2,22.1
"674","Goulburn Mulwaree","2016",514.4,22.2
"675","Goulburn Mulwaree","2017",511.7,NA
"676","Greater Hume Shire","2003",536.9,26.5
"677","Greater Hume Shire","2004",442.6,23.6
"678","Greater Hume Shire","2005",489.5,22.4
"679","Greater Hume Shire","2006",551.9,22.7
"680","Greater Hume Shire","2007",599.2,22.9
"681","Greater Hume Shire","2008",636.3,21
"682","Greater Hume Shire","2009",661,19
"683","Greater Hume Shire","2010",670.3,19.7
"684","Greater Hume Shire","2011",611.5,21.8
"685","Greater Hume Shire","2012",596.5,21.9
"686","Greater Hume Shire","2013",588.8,20.6
"687","Greater Hume Shire","2014",556.3,19.1
"688","Greater Hume Shire","2015",517.5,18.9
"689","Greater Hume Shire","2016",492.4,20.8
"690","Greater Hume Shire","2017",544,NA
"691","Griffith","2003",613.9,25.3
"692","Griffith","2004",551.4,23.5
"693","Griffith","2005",626.2,22.1
"694","Griffith","2006",730.1,21.5
"695","Griffith","2007",734.2,21.6
"696","Griffith","2008",620.2,19.5
"697","Griffith","2009",588.2,18.5
"698","Griffith","2010",596,20.2
